time_ns,scenario,job_id,job_type,source_node,placement_status,algorithm,selected_node,route,rtt_ns,hop_count,gpu_util_percent,queue_length,compute_speed,network_score,compute_score,total_score,network_time_ms,queue_wait_time_ms,compute_time_ms,total_time_ms,failed_isls
153300000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42849617.89115866,5,20.0,1,0.9,,,,,,,,0-1
153300000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,0,12-0,8276841.807674828,1,,,,,,,,,,,0-1
153300000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_aware,0,12-0,8276841.807674828,1,35.0,2,1.0,0.0,0.5,0.25,,,,,0-1
153300000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42849617.89115866,5,,,,,,,42.849617891158665,1111.111111111111,1111.111111111111,2265.071840113381,0-1
153400000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42850208.49209096,5,20.0,1,0.9,,,,,,,,0-1
153400000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,0,12-0,8272896.578338872,1,,,,,,,,,,,0-1
153400000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_aware,0,12-0,8272896.578338872,1,35.0,2,1.0,0.0,0.5,0.25,,,,,0-1
153400000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42850208.49209096,5,,,,,,,42.850208492090964,1111.111111111111,1111.111111111111,2265.072430714313,0-1
153500000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42850788.61705805,5,20.0,1,0.9,,,,,,,,0-1
153500000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,0,12-0,8268952.182913153,1,,,,,,,,,,,0-1
153500000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_aware,0,12-0,8268952.182913153,1,35.0,2,1.0,0.0,0.5,0.25,,,,,0-1
153500000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42850788.61705805,5,,,,,,,42.85078861705805,1111.111111111111,1111.111111111111,2265.07301083928,0-1
153600000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42851380.431908764,5,20.0,1,0.9,,,,,,,,0-1
153600000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,0,12-0,8265007.787487436,1,,,,,,,,,,,0-1
153600000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_aware,0,12-0,8265007.787487436,1,35.0,2,1.0,0.0,0.5,0.25,,,,,0-1
153600000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42851380.431908764,5,,,,,,,42.851380431908765,1111.111111111111,1111.111111111111,2265.073602654131,0-1
153700000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42851971.11541836,5,20.0,1,0.9,,,,,,,,0-1
153700000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,0,12-0,8261065.059882194,1,,,,,,,,,,,0-1
153700000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_aware,0,12-0,8261065.059882194,1,35.0,2,1.0,0.0,0.5,0.25,,,,,0-1
153700000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42851971.11541836,5,,,,,,,42.85197111541836,1111.111111111111,1111.111111111111,2265.0741933376403,0-1
153800000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42852568.221343,5,20.0,1,0.9,,,,,,,,0-1
153800000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,0,12-0,8257122.3322769515,1,,,,,,,,,,,0-1
153800000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_aware,0,12-0,8257122.3322769515,1,35.0,2,1.0,0.0,0.5,0.25,,,,,0-1
153800000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42852568.221343,5,,,,,,,42.852568221343006,1111.111111111111,1111.111111111111,2265.0747904435652,0-1
153900000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42853164.21231801,5,20.0,1,0.9,,,,,,,,0-1
153900000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,0,12-0,8253180.438581947,1,,,,,,,,,,,0-1
153900000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_aware,0,12-0,8253180.438581947,1,35.0,2,1.0,0.0,0.5,0.25,,,,,0-1
153900000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42853164.21231801,5,,,,,,,42.85316421231801,1111.111111111111,1111.111111111111,2265.07538643454,0-1
154000000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42853767.45801647,5,20.0,1,0.9,,,,,,,,0-1
154000000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,0,12-0,8249239.378797181,1,,,,,,,,,,,0-1
154000000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_aware,0,12-0,8249239.378797181,1,35.0,2,1.0,0.0,0.5,0.25,,,,,0-1
154000000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42853767.45801647,5,,,,,,,42.85376745801647,1111.111111111111,1111.111111111111,2265.0759896802383,0-1
154100000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42854371.07274365,5,20.0,1,0.9,,,,,,,,0-1
154100000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,0,12-0,8245298.319012415,1,,,,,,,,,,,0-1
154100000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_aware,0,12-0,8245298.319012415,1,35.0,2,1.0,0.0,0.5,0.25,,,,,0-1
154100000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42854371.07274365,5,,,,,,,42.854371072743646,1111.111111111111,1111.111111111111,2265.0765932949657,0-1
154200000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42854979.28155768,5,20.0,1,0.9,,,,,,,,0-1
154200000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,0,12-0,8241358.093137886,1,,,,,,,,,,,0-1
154200000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_aware,0,12-0,8241358.093137886,1,35.0,2,1.0,0.0,0.5,0.25,,,,,0-1
154200000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42854979.28155768,5,,,,,,,42.85497928155768,1111.111111111111,1111.111111111111,2265.07720150378,0-1
154300000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42855590.38244158,5,20.0,1,0.9,,,,,,,,0-1
154300000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,0,12-0,8237419.535083835,1,,,,,,,,,,,0-1
154300000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_aware,0,12-0,8237419.535083835,1,35.0,2,1.0,0.0,0.5,0.25,,,,,0-1
154300000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42855590.38244158,5,,,,,,,42.855590382441584,1111.111111111111,1111.111111111111,2265.0778126046634,0-1
154400000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42856203.56910746,5,20.0,1,0.9,,,,,,,,0-1
154400000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,0,12-0,8233480.143119545,1,,,,,,,,,,,0-1
154400000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_aware,0,12-0,8233480.143119545,1,35.0,2,1.0,0.0,0.5,0.25,,,,,0-1
154400000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42856203.56910746,5,,,,,,,42.85620356910746,1111.111111111111,1111.111111111111,2265.0784257913297,0-1
154500000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42856819.40090191,5,20.0,1,0.9,,,,,,,,0-1
154500000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,0,12-0,8229542.41897573,1,,,,,,,,,,,0-1
154500000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_aware,0,12-0,8229542.41897573,1,35.0,2,1.0,0.0,0.5,0.25,,,,,0-1
154500000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42856819.40090191,5,,,,,,,42.85681940090191,1111.111111111111,1111.111111111111,2265.079041623124,0-1
154600000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42857438.56292832,5,20.0,1,0.9,,,,,,,,0-1
154600000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,0,12-0,8225605.528742154,1,,,,,,,,,,,0-1
154600000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_aware,0,12-0,8225605.528742154,1,35.0,2,1.0,0.0,0.5,0.25,,,,,0-1
154600000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42857438.56292832,5,,,,,,,42.857438562928316,1111.111111111111,1111.111111111111,2265.0796607851507,0-1
154700000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42858064.510011025,5,20.0,1,0.9,,,,,,,,0-1
154700000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,0,12-0,8221668.638508578,1,,,,,,,,,,,0-1
154700000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_aware,0,12-0,8221668.638508578,1,35.0,2,1.0,0.0,0.5,0.25,,,,,0-1
154700000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42858064.510011025,5,,,,,,,42.858064510011026,1111.111111111111,1111.111111111111,2265.080286732233,0-1
154800000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42858692.88401841,5,20.0,1,0.9,,,,,,,,0-1
154800000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,0,12-0,8217732.5821852395,1,,,,,,,,,,,0-1
154800000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_aware,0,12-0,8217732.5821852395,1,35.0,2,1.0,0.0,0.5,0.25,,,,,0-1
154800000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42858692.88401841,5,,,,,,,42.85869288401842,1111.111111111111,1111.111111111111,2265.0809151062404,0-1
154900000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42859323.69864805,5,20.0,1,0.9,,,,,,,,0-1
154900000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,0,12-0,8213797.359772139,1,,,,,,,,,,,0-1
154900000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_aware,0,12-0,8213797.359772139,1,35.0,2,1.0,0.0,0.5,0.25,,,,,0-1
154900000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42859323.69864805,5,,,,,,,42.85932369864805,1111.111111111111,1111.111111111111,2265.08154592087,0-1
155000000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42859949.55786233,5,20.0,1,0.9,,,,,,,,0-1
155000000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,0,12-0,8209862.971269277,1,,,,,,,,,,,0-1
155000000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_aware,0,12-0,8209862.971269277,1,35.0,2,1.0,0.0,0.5,0.25,,,,,0-1
155000000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42859949.55786233,5,,,,,,,42.85994955786233,1111.111111111111,1111.111111111111,2265.0821717800845,0-1
155100000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42860586.40234935,5,20.0,1,0.9,,,,,,,,0-1
155100000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,0,12-0,8205928.582766415,1,,,,,,,,,,,0-1
155100000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_aware,0,12-0,8205928.582766415,1,35.0,2,1.0,0.0,0.5,0.25,,,,,0-1
155100000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42860586.40234935,5,,,,,,,42.860586402349355,1111.111111111111,1111.111111111111,2265.0828086245715,0-1
155200000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42861226.31880334,5,20.0,1,0.9,,,,,,,,0-1
155200000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,0,12-0,8201995.028173791,1,,,,,,,,,,,0-1
155200000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_aware,0,12-0,8201995.028173791,1,35.0,2,1.0,0.0,0.5,0.25,,,,,0-1
155200000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42861226.31880334,5,,,,,,,42.86122631880334,1111.111111111111,1111.111111111111,2265.0834485410255,0-1
155300000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42861869.68546376,5,20.0,1,0.9,,,,,,,,0-1
155300000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,0,12-0,8198062.307491405,1,,,,,,,,,,,0-1
155300000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_aware,0,12-0,8198062.307491405,1,35.0,2,1.0,0.0,0.5,0.25,,,,,0-1
155300000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42861869.68546376,5,,,,,,,42.86186968546376,1111.111111111111,1111.111111111111,2265.084091907686,0-1
155400000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42862512.52669178,5,20.0,1,0.9,,,,,,,,0-1
155400000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,0,12-0,8194130.420719257,1,,,,,,,,,,,0-1
155400000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_aware,0,12-0,8194130.420719257,1,35.0,2,1.0,0.0,0.5,0.25,,,,,0-1
155400000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42862512.52669178,5,,,,,,,42.86251252669178,1111.111111111111,1111.111111111111,2265.084734748914,0-1
155500000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42863158.145197205,5,20.0,1,0.9,,,,,,,,0-1
155500000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,0,12-0,8190199.367857346,1,,,,,,,,,,,0-1
155500000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_aware,0,12-0,8190199.367857346,1,35.0,2,1.0,0.0,0.5,0.25,,,,,0-1
155500000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42863158.145197205,5,,,,,,,42.863158145197204,1111.111111111111,1111.111111111111,2265.0853803674195,0-1
155600000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42863810.67120147,5,20.0,1,0.9,,,,,,,,0-1
155600000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,0,12-0,8186269.148905674,1,,,,,,,,,,,0-1
155600000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_aware,0,12-0,8186269.148905674,1,35.0,2,1.0,0.0,0.5,0.25,,,,,0-1
155600000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42863810.67120147,5,,,,,,,42.86381067120147,1111.111111111111,1111.111111111111,2265.0860328934236,0-1
155700000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42864465.662530966,5,20.0,1,0.9,,,,,,,,0-1
155700000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,0,12-0,8182338.929954002,1,,,,,,,,,,,0-1
155700000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_aware,0,12-0,8182338.929954002,1,35.0,2,1.0,0.0,0.5,0.25,,,,,0-1
155700000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42864465.662530966,5,,,,,,,42.86446566253097,1111.111111111111,1111.111111111111,2265.0866878847532,0-1
155800000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42865124.352497086,5,20.0,1,0.9,,,,,,,,0-1
155800000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,0,12-0,8178409.544912567,1,,,,,,,,,,,0-1
155800000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_aware,0,12-0,8178409.544912567,1,35.0,2,1.0,0.0,0.5,0.25,,,,,0-1
155800000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42865124.352497086,5,,,,,,,42.865124352497084,1111.111111111111,1111.111111111111,2265.087346574719,0-1
155900000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42865779.00570779,5,20.0,1,0.9,,,,,,,,0-1
155900000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,0,12-0,8174480.993781371,1,,,,,,,,,,,0-1
155900000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_aware,0,12-0,8174480.993781371,1,35.0,2,1.0,0.0,0.5,0.25,,,,,0-1
155900000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42865779.00570779,5,,,,,,,42.86577900570779,1111.111111111111,1111.111111111111,2265.08800122793,0-1
156000000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42866447.14030092,5,20.0,1,0.9,,,,,,,,0-1
156000000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,0,12-0,8170553.276560413,1,,,,,,,,,,,0-1
156000000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_aware,0,12-0,8170553.276560413,1,35.0,2,1.0,0.0,0.5,0.25,,,,,0-1
156000000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42866447.14030092,5,,,,,,,42.86644714030092,1111.111111111111,1111.111111111111,2265.0886693625234,0-1
156100000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42867115.78566214,5,20.0,1,0.9,,,,,,,,0-1
156100000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,0,12-0,8166625.559339454,1,,,,,,,,,,,0-1
156100000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_aware,0,12-0,8166625.559339454,1,35.0,2,1.0,0.0,0.5,0.25,,,,,0-1
156100000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42867115.78566214,5,,,,,,,42.867115785662136,1111.111111111111,1111.111111111111,2265.089338007884,0-1
156200000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42867782.16291878,5,20.0,1,0.9,,,,,,,,0-1
156200000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,0,12-0,8162699.509938972,1,,,,,,,,,,,0-1
156200000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_aware,0,12-0,8162699.509938972,1,35.0,2,1.0,0.0,0.5,0.25,,,,,0-1
156200000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42867782.16291878,5,,,,,,,42.867782162918786,1111.111111111111,1111.111111111111,2265.0900043851407,0-1
156300000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42868456.52543515,5,20.0,1,0.9,,,,,,,,0-1
156300000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,0,12-0,8158773.460538491,1,,,,,,,,,,,0-1
156300000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_aware,0,12-0,8158773.460538491,1,35.0,2,1.0,0.0,0.5,0.25,,,,,0-1
156300000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42868456.52543515,5,,,,,,,42.86845652543515,1111.111111111111,1111.111111111111,2265.0906787476574,0-1
156400000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42869129.43920904,5,20.0,1,0.9,,,,,,,,0-1
156400000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,0,12-0,8154848.245048246,1,,,,,,,,,,,0-1
156400000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_aware,0,12-0,8154848.245048246,1,35.0,2,1.0,0.0,0.5,0.25,,,,,0-1
156400000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42869129.43920904,5,,,,,,,42.86912943920904,1111.111111111111,1111.111111111111,2265.091351661431,0-1
156500000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42869809.53187926,5,20.0,1,0.9,,,,,,,,0-1
156500000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,0,12-0,8150923.86346824,1,,,,,,,,,,,0-1
156500000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_aware,0,12-0,8150923.86346824,1,35.0,2,1.0,0.0,0.5,0.25,,,,,0-1
156500000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42869809.53187926,5,,,,,,,42.86980953187926,1111.111111111111,1111.111111111111,2265.0920317541013,0-1
156600000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42870490.263707094,5,20.0,1,0.9,,,,,,,,0-1
156600000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,0,12-0,8147000.315798472,1,,,,,,,,,,,0-1
156600000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_aware,0,12-0,8147000.315798472,1,35.0,2,1.0,0.0,0.5,0.25,,,,,0-1
156600000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42870490.263707094,5,,,,,,,42.8704902637071,1111.111111111111,1111.111111111111,2265.092712485929,0-1
156700000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42871175.33537806,5,20.0,1,0.9,,,,,,,,0-1
156700000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,0,12-0,8143076.768128703,1,,,,,,,,,,,0-1
156700000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_aware,0,12-0,8143076.768128703,1,35.0,2,1.0,0.0,0.5,0.25,,,,,0-1
156700000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42871175.33537806,5,,,,,,,42.871175335378055,1111.111111111111,1111.111111111111,2265.0933975576,0-1
156800000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42871864.444536805,5,20.0,1,0.9,,,,,,,,0-1
156800000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,0,12-0,8139154.888279411,1,,,,,,,,,,,0-1
156800000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_aware,0,12-0,8139154.888279411,1,35.0,2,1.0,0.0,0.5,0.25,,,,,0-1
156800000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42871864.444536805,5,,,,,,,42.871864444536804,1111.111111111111,1111.111111111111,2265.094086666759,0-1
156900000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42872553.591011226,5,20.0,1,0.9,,,,,,,,0-1
156900000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,0,12-0,8135233.008430119,1,,,,,,,,,,,0-1
156900000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_aware,0,12-0,8135233.008430119,1,35.0,2,1.0,0.0,0.5,0.25,,,,,0-1
156900000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42872553.591011226,5,,,,,,,42.872553591011226,1111.111111111111,1111.111111111111,2265.0947758132334,0-1
157000000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42873248.44426229,5,20.0,1,0.9,,,,,,,,0-1
157000000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,0,12-0,8131311.962491064,1,,,,,,,,,,,0-1
157000000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_aware,0,12-0,8131311.962491064,1,35.0,2,1.0,0.0,0.5,0.25,,,,,0-1
157000000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42873248.44426229,5,,,,,,,42.87324844426229,1111.111111111111,1111.111111111111,2265.0954706664843,0-1
157100000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42873947.02160151,5,20.0,1,0.9,,,,,,,,0-1
157100000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,0,12-0,8127391.750462248,1,,,,,,,,,,,0-1
157100000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_aware,0,12-0,8127391.750462248,1,35.0,2,1.0,0.0,0.5,0.25,,,,,0-1
157100000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42873947.02160151,5,,,,,,,42.873947021601516,1111.111111111111,1111.111111111111,2265.0961692438236,0-1
157200000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42874645.75037671,5,20.0,1,0.9,,,,,,,,0-1
157200000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,network_only,0,12-0,8123471.538433432,1,,,,,,,,,,,0-1
157200000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_aware,0,12-0,8123471.538433432,1,35.0,2,1.0,0.0,0.5,0.25,,,,,0-1
157200000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,completion_time,7,12-8-9-10-11-7,42874645.75037671,5,,,,,,,42.87464575037671,1111.111111111111,1111.111111111111,2265.096867972599,0-1
157300000000,FAILED_ISL_0_1,job_001,image_inference,12,PLACED,compute_only,7,12-8-9-10-11-7,42875346.31245336,5,20.0,1,0.9,,,,,,,,0-1
